699,4544
707,4514
487,3226
4372,3612
744,2115
3678,3977
11308,1842
11166,2657
11069,4412
1975,2485
7699,4929
11270,1976
3590,4323
2240,2938
8629,4898
11521,4899
6294,3079
3496,41
1158,2208
8555,4481
7182,3616
6281,4674
4439,3296
10180,1259
1860,565
10905,1305
3638,2848
10956,4629
846,1744
8024,2645
3590,161
3430,1721
6312,2353
6478,184
9169,4391
6367,2867
10550,3366
10760,371
9811,5243
11069,4371
10560,3540
10006,1790
2125,2475
10219,4870
406,1758
5549,1370
8799,3190
7494,2524
9110,4803
4102,4847
7534,179
6849,2156
