577,1837,MASTER,7.88,2020-10-03,198
1782,409,MASTER,9.24,2021-09-24,123
4204,5749,MASTER,7.39,2018-06-24,142
4074,2165,BACHELOR,7.35,2017-02-09,219
1893,9741,BACHELOR,8.49,2020-09-18,178
4856,10914,MASTER,8.36,2017-04-10,193
677,5888,MASTER,7.02,2020-09-18,212
1470,7858,MASTER,8.69,2016-04-17,154
4512,10605,DOCTORAL,8.52,2022-09-23,105
4263,9271,MASTER,9.73,2017-04-02,101
4519,3921,BACHELOR,6.7,2017-11-11,193
564,5790,MASTER,7.91,2018-02-23,199
597,4335,DOCTORAL,9.65,2022-10-01,176
2836,10733,DOCTORAL,7.05,2022-04-12,119
2195,2770,BACHELOR,6.18,2021-01-06,150
2262,7035,DOCTORAL,8.4,2018-04-14,135
965,9765,MASTER,7.65,2019-03-27,234
1471,9187,MASTER,8.17,2019-02-25,147
5176,4717,MASTER,8.49,2016-05-21,207
1954,4312,BACHELOR,6.04,2018-12-21,126
3111,10137,DOCTORAL,9.81,2021-07-29,200
3025,5071,DOCTORAL,8.1,2020-11-24,120
428,943,DOCTORAL,8.74,2020-08-13,193
5571,6654,DOCTORAL,7.48,2017-06-20,147
1815,2829,MASTER,6.42,2017-11-17,128
5520,10400,BACHELOR,9.05,2016-04-16,182
209,7725,DOCTORAL,9.56,2022-05-22,115
1271,939,MASTER,9.32,2018-06-19,184
102,7427,BACHELOR,7.29,2016-12-02,168
122,8190,BACHELOR,6.78,2016-04-11,226
5407,5171,MASTER,6.52,2021-08-15,189
4936,5036,DOCTORAL,6.17,2021-05-06,121
1286,1255,DOCTORAL,7.79,2022-09-16,228
3989,1956,BACHELOR,8.38,2019-11-05,190
4526,4366,MASTER,9.28,2016-05-24,120
3999,11265,MASTER,9.31,2018-12-05,190
1809,10453,BACHELOR,8.36,2016-08-19,174
5722,6382,DOCTORAL,8.13,2016-07-31,198
1991,2374,DOCTORAL,9.88,2019-12-16,192
6366,5362,BACHELOR,6.34,2018-08-21,137
1272,284,BACHELOR,7.74,2017-04-09,198
1045,2135,BACHELOR,6.64,2017-02-27,221
5516,10979,MASTER,6.51,2018-07-04,151
4779,9708,MASTER,8.53,2022-01-18,235
3125,1519,MASTER,8.21,2018-09-11,151
417,1536,DOCTORAL,7.89,2020-01-10,214
5311,8053,MASTER,9.86,2017-05-23,101
487,1168,MASTER,6.61,2016-06-20,124
3408,10243,DOCTORAL,6.68,2020-02-24,227
1876,6378,MASTER,9.65,2017-06-05,141
404,2827,MASTER,9.25,2016-09-06,185
1790,8519,MASTER,7.03,2021-02-16,110
338,6438,DOCTORAL,6.78,2022-09-27,169
5798,2653,BACHELOR,7.02,2016-12-27,108
1679,10169,DOCTORAL,8.14,2021-08-11,107
3171,3722,MASTER,9.32,2016-04-04,185
1422,7915,MASTER,6.17,2022-09-23,182
1697,7645,MASTER,9.01,2016-07-19,157
909,11568,BACHELOR,6.51,2020-06-20,148
4994,2629,BACHELOR,7.83,2022-01-23,155
2401,2115,DOCTORAL,8.78,2022-07-26,170
6081,8341,DOCTORAL,7.52,2022-06-15,168
5556,8969,BACHELOR,6.03,2016-07-25,238
3949,4475,MASTER,8.13,2020-09-17,116
5560,1297,DOCTORAL,7.46,2017-04-14,180
6003,10280,BACHELOR,9.7,2019-07-10,146
299,8354,MASTER,8.32,2019-05-16,117
4944,6200,DOCTORAL,6.55,2022-07-10,229
6260,3515,DOCTORAL,6.3,2019-03-01,218
803,8175,MASTER,7.2,2017-05-27,198
1633,619,BACHELOR,6.21,2018-10-14,188
5920,1040,MASTER,6.8,2022-11-16,189
2315,4959,BACHELOR,6.18,2021-05-08,216
786,1877,DOCTORAL,8.96,2018-08-30,109
3535,621,MASTER,9.43,2016-08-12,162
3137,542,BACHELOR,9.87,2017-03-22,194
3333,1194,MASTER,7.4,2016-03-11,124
3488,4217,BACHELOR,8.99,2016-01-19,186
3604,9732,MASTER,6.36,2019-01-08,237
3827,8102,MASTER,9.46,2016-09-03,151
3562,3596,MASTER,8.4,2022-12-02,140
3558,7364,DOCTORAL,7.38,2018-01-18,129
670,3479,MASTER,8.58,2018-04-04,151
5984,9433,DOCTORAL,6.37,2016-05-24,189
4941,7172,DOCTORAL,9.43,2018-05-19,100
5296,1398,MASTER,7.25,2019-09-03,164
2198,232,BACHELOR,8.66,2019-03-15,116
3046,8364,MASTER,9.08,2016-05-23,182
1276,1624,MASTER,7.13,2021-03-12,166
3818,4996,DOCTORAL,8.32,2016-08-27,211
1772,10198,MASTER,9.57,2019-12-26,233
4836,5615,BACHELOR,7.24,2019-05-18,189
2465,6539,BACHELOR,6.16,2022-04-02,103
749,1905,MASTER,8.2,2022-01-06,156
531,9351,BACHELOR,8.68,2021-11-08,197
3093,1242,DOCTORAL,6.73,2018-04-23,138
4207,3425,MASTER,8.07,2021-07-23,109
4589,11315,MASTER,9.56,2020-04-16,178
5518,11249,MASTER,6.78,2018-01-06,160
6151,6445,MASTER,9.61,2019-03-21,152
5685,5979,DOCTORAL,8.71,2016-10-06,195
6118,6661,BACHELOR,8.2,2016-05-15,154
3460,10587,DOCTORAL,7.26,2018-06-20,173
3455,11453,MASTER,7.08,2022-01-12,113
4447,7961,DOCTORAL,9.7,2016-11-06,223
208,7366,BACHELOR,9.57,2019-07-27,194
3906,2309,MASTER,9.82,2018-02-10,119
4057,9452,MASTER,9.01,2021-10-11,184
1185,7725,MASTER,9.52,2021-09-02,100
183,1355,BACHELOR,8.16,2016-05-07,170
747,10222,MASTER,8.69,2017-04-28,231
175,11193,DOCTORAL,6.35,2016-07-04,240
1351,5047,DOCTORAL,6.08,2018-07-22,126
3527,9069,BACHELOR,6.52,2021-05-09,235
5018,11241,MASTER,9.38,2019-01-20,151
1953,10974,DOCTORAL,8.91,2019-09-02,173
3601,5312,DOCTORAL,9.01,2016-03-07,205
1117,3530,BACHELOR,6.25,2022-12-10,106
3849,824,BACHELOR,9.47,2022-03-09,234
2173,7034,MASTER,8.51,2016-11-04,118
1637,4190,DOCTORAL,9.56,2017-09-01,218
3568,3454,BACHELOR,8.84,2016-10-27,131
4244,8203,DOCTORAL,9.17,2021-01-29,130
574,6471,MASTER,6.28,2021-03-31,174
3519,2826,BACHELOR,9.86,2017-10-11,158
1729,10911,BACHELOR,8.25,2021-04-04,127
141,10504,DOCTORAL,9.56,2019-07-23,170
5672,4788,MASTER,6.34,2016-02-07,207
2315,7337,DOCTORAL,7.59,2021-06-04,199
1448,11299,MASTER,9.81,2019-10-16,200
266,5946,BACHELOR,6.62,2021-02-23,191
2508,9300,DOCTORAL,6.62,2018-04-20,108
1292,10,BACHELOR,9.12,2016-09-23,223
5211,9248,BACHELOR,7.03,2020-05-28,219
612,9726,DOCTORAL,7.93,2021-07-19,227
1588,8207,DOCTORAL,6.95,2020-03-07,209
2215,6493,MASTER,8.17,2020-11-07,192
5733,8439,BACHELOR,8.89,2017-06-29,191
4098,9165,DOCTORAL,6.15,2019-10-22,120
4857,9417,MASTER,7.65,2021-05-30,227
5172,8297,MASTER,9.21,2022-03-06,181
6092,6345,BACHELOR,6.24,2019-03-22,229
3127,8527,MASTER,8.81,2018-05-12,140
759,4332,BACHELOR,6.44,2017-04-27,101
3289,9368,MASTER,7.74,2017-04-16,168
5038,8791,MASTER,7.04,2019-09-21,160
2012,5612,BACHELOR,9.23,2020-05-22,157
4337,5555,MASTER,7.35,2020-09-19,108
4090,3737,DOCTORAL,8.72,2017-06-12,135
23,4957,MASTER,7.81,2021-07-07,197
4456,2841,BACHELOR,9.51,2021-02-13,197
3836,11396,BACHELOR,9.11,2016-05-15,188
3649,7346,BACHELOR,9.6,2022-05-14,200
5024,2260,DOCTORAL,7.57,2022-03-26,226
873,562,BACHELOR,9.04,2016-01-19,238
3065,874,MASTER,9.11,2018-11-04,191
6151,6212,DOCTORAL,6.85,2020-01-08,198
181,7564,DOCTORAL,7.83,2019-04-21,210
6360,5362,MASTER,8.87,2016-06-08,151
1809,5795,DOCTORAL,8.39,2017-07-29,170
811,1755,DOCTORAL,7.65,2021-11-20,194
3336,7576,BACHELOR,7.68,2021-03-26,210
5954,1153,MASTER,8.24,2021-01-29,228
661,5560,BACHELOR,6.84,2016-09-20,217
5029,1563,DOCTORAL,7.23,2022-08-07,222
3012,1707,DOCTORAL,9.39,2019-02-10,177
2975,4032,MASTER,7.29,2021-05-27,210
5468,2616,BACHELOR,9.64,2019-10-31,191
1477,7933,MASTER,9.5,2020-01-25,162
2436,8968,DOCTORAL,9.53,2021-08-14,107
5212,2616,DOCTORAL,6.79,2022-04-25,115
3562,5615,DOCTORAL,9.9,2017-11-19,228
5477,6415,BACHELOR,6.91,2016-11-21,203
2656,9710,MASTER,7.73,2016-03-22,124
2263,5754,DOCTORAL,8.43,2020-03-16,169
2416,278,MASTER,7.8,2018-01-01,194
3676,4945,DOCTORAL,6.67,2020-03-07,238
1456,5462,BACHELOR,6.2,2021-06-19,235
5235,11385,DOCTORAL,7.75,2018-11-28,218
4183,8556,DOCTORAL,6.91,2020-09-04,199
3174,7091,BACHELOR,6.91,2016-12-18,119
4357,6053,BACHELOR,7.68,2020-06-25,192
2381,1161,MASTER,7.84,2019-09-06,181
3576,10009,DOCTORAL,9.6,2016-11-28,179
3608,2055,BACHELOR,7.27,2018-07-28,155
1200,6911,DOCTORAL,7.8,2016-07-01,217
5713,10342,BACHELOR,6.91,2019-01-30,233
4765,1778,DOCTORAL,8.12,2016-10-10,126
3130,7355,MASTER,9.89,2020-07-09,221
1694,1785,BACHELOR,6.35,2020-10-13,221
4091,11449,MASTER,8.73,2019-07-02,121
2820,2315,MASTER,9.32,2020-05-30,173
3017,7112,MASTER,8.26,2017-03-31,144
2641,1088,MASTER,8.62,2016-12-13,140
4483,5080,DOCTORAL,9.69,2021-10-05,121
2162,10328,BACHELOR,6.51,2016-05-06,218
3506,3299,DOCTORAL,9.34,2019-06-08,193
4004,2696,BACHELOR,9.63,2020-11-23,110
5715,3810,DOCTORAL,6.9,2019-07-23,136
5270,919,BACHELOR,8.79,2021-03-31,187
5902,2915,MASTER,7.53,2016-08-25,196
3933,3444,DOCTORAL,9.21,2017-09-24,204
1134,11039,BACHELOR,8.72,2022-10-16,100
2266,5027,MASTER,8.84,2020-11-26,198
3282,92,DOCTORAL,6.53,2017-02-17,178
2411,9969,MASTER,8.08,2020-08-14,151
5687,5007,BACHELOR,6.68,2016-02-06,214
690,10583,BACHELOR,6.5,2021-07-23,183
2287,11462,MASTER,6.34,2018-09-30,237
3282,5662,BACHELOR,7.27,2019-07-17,217
70,5418,BACHELOR,9.53,2016-11-15,148
225,572,BACHELOR,8.08,2021-12-16,165
1302,5704,BACHELOR,6.39,2022-06-05,138
2265,3159,BACHELOR,8.49,2018-06-06,232
661,3527,MASTER,8.34,2016-02-09,216
6306,602,DOCTORAL,6.31,2017-09-17,184
2610,5441,DOCTORAL,6.93,2017-06-09,209
4579,9178,MASTER,9.76,2022-07-06,221
2522,10497,BACHELOR,7.1,2022-12-30,225
429,8903,BACHELOR,9.14,2019-11-03,130
3112,10163,BACHELOR,7.82,2018-09-23,154
3358,11373,BACHELOR,9.4,2022-03-20,224
3155,3253,MASTER,7.79,2018-06-07,120
443,9647,BACHELOR,6.57,2022-01-07,150
2518,2177,BACHELOR,7.9,2022-07-30,138
3355,8255,MASTER,6.98,2019-10-24,163
786,8607,DOCTORAL,9.06,2018-08-16,131
3004,935,BACHELOR,6.33,2020-01-22,228
675,1739,DOCTORAL,6.55,2022-03-24,182
1288,551,DOCTORAL,7.6,2016-01-19,223
2173,2304,DOCTORAL,9.78,2020-07-07,224
691,5147,MASTER,8.42,2019-07-21,105
5392,9211,DOCTORAL,6.56,2020-04-12,176
2449,3426,MASTER,9.59,2018-03-22,216
5657,11471,DOCTORAL,9.81,2020-06-03,168
5798,7656,MASTER,9.24,2020-06-24,157
6061,10210,BACHELOR,9.67,2018-04-18,181
518,690,BACHELOR,8.64,2019-12-19,214
2585,2967,BACHELOR,6.37,2021-03-10,185
5888,5186,DOCTORAL,7.14,2022-04-10,136
3652,11547,DOCTORAL,8.51,2022-01-24,229
5953,3906,DOCTORAL,6.41,2021-09-21,135
597,4267,BACHELOR,8.7,2019-02-08,154
3304,3264,BACHELOR,6.05,2019-10-10,225
5511,909,MASTER,7.99,2018-09-15,116
4969,5172,MASTER,6.08,2021-03-29,222
2112,11381,DOCTORAL,6.06,2021-01-27,142
5903,10711,BACHELOR,6.76,2020-01-03,190
2998,3664,BACHELOR,7.58,2020-11-16,229
2034,2153,BACHELOR,9.99,2017-08-03,213
6075,8727,MASTER,7.13,2017-02-14,226
6074,7637,DOCTORAL,8.94,2018-12-15,183
2276,1591,MASTER,7.23,2017-08-07,194
2149,1,DOCTORAL,6.61,2018-05-31,169
4543,2223,DOCTORAL,7.02,2021-06-23,104
4946,647,DOCTORAL,6.9,2019-06-06,100
1348,3217,BACHELOR,9.53,2017-09-01,174
2220,1343,DOCTORAL,9.09,2018-12-11,136
295,10421,BACHELOR,6.88,2018-06-21,181
447,11507,MASTER,8.68,2019-08-15,233
316,3478,DOCTORAL,9.47,2017-10-12,222
1351,7813,MASTER,6.69,2020-09-11,114
5719,8677,BACHELOR,8.91,2020-06-04,147
1498,988,DOCTORAL,8.45,2021-07-09,140
4513,3693,DOCTORAL,8.5,2020-11-03,228
4442,10215,MASTER,7.52,2017-04-05,176
5257,8422,BACHELOR,7.98,2021-05-04,192
4948,3353,DOCTORAL,6.25,2017-01-03,219
2013,6412,BACHELOR,7.81,2021-06-10,214
1946,3834,DOCTORAL,6.97,2022-04-08,227
4590,5966,BACHELOR,8.61,2019-09-28,192
5259,8332,MASTER,6.87,2019-04-10,216
2338,2536,BACHELOR,7.07,2019-06-23,134
6240,6155,MASTER,8.27,2018-06-08,194
4643,5151,MASTER,7.49,2020-09-28,184
5964,4353,BACHELOR,6.92,2017-10-17,141
4471,8142,DOCTORAL,9.24,2022-04-23,147
1244,6286,BACHELOR,7.1,2016-05-30,119
4693,168,DOCTORAL,8.63,2019-02-03,175
1088,3336,DOCTORAL,8.4,2022-07-24,122
2065,8166,MASTER,6.7,2016-10-09,104
1006,10288,MASTER,9.9,2021-03-16,148
4236,7229,MASTER,8.78,2016-09-28,218
2734,11189,BACHELOR,7.72,2022-12-10,190
4319,10302,MASTER,9.62,2016-11-09,121
2222,5419,BACHELOR,6.53,2021-03-08,116
4138,7077,BACHELOR,9.4,2016-07-22,209
3615,4002,BACHELOR,9.87,2018-06-04,164
3491,5460,BACHELOR,7.59,2020-01-20,169
4735,11205,MASTER,8.66,2021-09-24,197
2188,11223,MASTER,8.07,2016-11-02,135
3484,7533,DOCTORAL,9.29,2021-03-25,215
1669,7193,DOCTORAL,8.84,2020-08-27,157
99,8537,DOCTORAL,6.1,2019-01-15,164
1070,8875,MASTER,8.71,2016-08-18,183
5498,3776,BACHELOR,6.87,2021-01-21,100
3948,6096,MASTER,6.91,2021-06-02,227
120,4794,BACHELOR,6.25,2016-05-23,115
3274,7948,DOCTORAL,9.1,2018-01-16,195
4421,797,BACHELOR,9.15,2020-12-30,156
1067,10623,DOCTORAL,8.03,2017-03-21,230
4781,7733,DOCTORAL,7.94,2021-05-19,150
6089,6642,BACHELOR,8.73,2016-08-19,235
3465,4861,DOCTORAL,9.0,2018-08-28,229
2310,2252,BACHELOR,6.05,2018-12-03,138
2689,3811,MASTER,6.11,2022-06-22,170
2625,584,BACHELOR,7.76,2020-09-12,203
578,11351,DOCTORAL,6.85,2018-04-12,159
4111,7560,DOCTORAL,9.66,2021-12-25,114
5247,9792,DOCTORAL,7.14,2022-10-12,218
1912,5771,DOCTORAL,8.84,2018-07-01,208
408,6683,DOCTORAL,8.42,2019-07-13,172
1758,3522,DOCTORAL,6.13,2022-01-15,208
248,9984,MASTER,8.83,2017-12-02,121
3576,8059,MASTER,9.85,2018-10-08,198
4940,10017,MASTER,8.58,2016-06-10,171
2800,2814,DOCTORAL,7.21,2017-08-26,205
78,8442,DOCTORAL,6.13,2020-05-12,161
5563,1172,BACHELOR,6.07,2021-07-29,211
6299,10111,DOCTORAL,9.45,2016-11-20,209
181,7490,DOCTORAL,6.7,2022-02-24,148
901,2257,BACHELOR,9.44,2021-01-16,178
4335,2051,DOCTORAL,7.24,2016-07-29,195
3711,1521,DOCTORAL,8.62,2018-03-12,168
459,6922,BACHELOR,8.44,2020-06-08,103
1786,5914,MASTER,6.3,2018-03-26,154
6190,5884,MASTER,8.35,2016-10-26,226
4865,5288,DOCTORAL,7.46,2020-03-04,140
5416,1246,DOCTORAL,7.12,2017-02-07,150
3313,8324,MASTER,9.71,2016-03-16,187
506,2368,MASTER,6.22,2016-06-02,170
1829,6897,DOCTORAL,6.45,2016-06-26,208
4226,6485,BACHELOR,7.58,2019-03-18,142
2225,7422,BACHELOR,9.36,2017-01-13,122
5772,10806,BACHELOR,8.73,2021-07-16,175
3211,9419,MASTER,8.02,2022-02-21,215
99,6331,MASTER,6.47,2016-11-03,233
3016,2928,BACHELOR,8.23,2020-02-14,237
4590,11186,DOCTORAL,7.88,2021-05-27,113
5016,10057,MASTER,8.14,2020-09-25,235
5572,7552,DOCTORAL,9.01,2022-10-11,120
5414,2370,BACHELOR,9.77,2018-01-01,196
4275,8910,DOCTORAL,8.64,2017-09-01,209
2477,10329,BACHELOR,6.81,2022-06-30,226
541,5467,MASTER,6.5,2017-01-29,101
80,216,BACHELOR,6.04,2018-06-20,138
6215,4761,MASTER,9.73,2017-10-17,236
394,9932,DOCTORAL,8.43,2020-07-26,218
1195,7809,MASTER,9.16,2021-05-06,140
4664,6261,BACHELOR,9.24,2019-07-21,238
5162,8272,DOCTORAL,7.71,2016-03-29,141
5353,242,MASTER,6.55,2019-02-27,138
4080,9109,DOCTORAL,6.24,2021-05-25,102
1373,4414,DOCTORAL,6.81,2019-06-29,202
4653,1930,DOCTORAL,6.1,2022-09-18,144
1597,10998,BACHELOR,8.98,2017-12-25,183
53,6785,BACHELOR,6.53,2020-05-30,148
1086,7776,DOCTORAL,8.02,2017-01-11,225
2722,8876,DOCTORAL,6.11,2017-09-18,130
3331,3518,DOCTORAL,9.15,2018-10-27,118
5997,6902,BACHELOR,7.19,2019-06-29,223
5165,1319,MASTER,8.61,2017-01-29,181
183,9413,BACHELOR,8.71,2020-12-25,147
2658,8603,MASTER,9.7,2020-12-25,173
5794,365,MASTER,8.79,2016-05-20,195
2394,7483,MASTER,8.09,2020-05-08,162
5495,2431,DOCTORAL,9.67,2018-07-07,107
6367,3038,BACHELOR,8.89,2022-03-12,117
2800,3549,MASTER,6.15,2018-05-27,200
2940,2726,DOCTORAL,6.52,2019-07-17,227
1481,7282,BACHELOR,6.45,2019-07-27,192
4612,5084,MASTER,7.65,2020-06-04,122
1084,11398,MASTER,8.84,2016-04-25,103
3618,905,MASTER,6.97,2017-08-04,191
2592,424,MASTER,7.1,2017-09-10,190
5709,4792,DOCTORAL,9.06,2016-05-21,175
1885,68,MASTER,7.31,2021-04-30,153
2984,3854,MASTER,6.72,2020-01-07,131
2798,7173,MASTER,7.36,2021-02-05,209
5896,11222,MASTER,8.91,2017-07-19,177
1891,4514,DOCTORAL,9.61,2020-08-25,148
4562,5820,BACHELOR,6.38,2019-01-26,201
1431,10602,BACHELOR,8.83,2020-06-24,215
3513,2553,MASTER,8.9,2018-09-07,127
40,4893,BACHELOR,8.69,2018-01-26,190
945,5725,BACHELOR,9.19,2016-03-17,196
4631,1740,BACHELOR,9.15,2022-10-10,208
5898,518,MASTER,6.3,2018-10-12,111
2598,5465,BACHELOR,8.37,2021-02-23,236
4404,1543,MASTER,7.88,2020-08-21,183
108,6798,DOCTORAL,6.75,2020-09-16,107
569,6423,DOCTORAL,6.39,2019-03-25,130
1155,3183,BACHELOR,6.02,2021-06-06,178
219,7063,DOCTORAL,9.74,2021-07-26,235
3900,6288,MASTER,7.9,2019-05-10,118
1401,3344,BACHELOR,7.37,2021-01-12,224
1245,2454,MASTER,7.21,2020-12-19,131
5232,8940,BACHELOR,9.32,2016-10-27,185
2450,8751,BACHELOR,7.51,2016-02-28,179
295,7090,BACHELOR,9.72,2020-03-30,200
2323,2816,BACHELOR,9.73,2021-02-16,187
693,5660,MASTER,9.68,2018-03-13,231
189,272,BACHELOR,8.76,2020-02-25,179
3089,7066,MASTER,8.78,2016-01-29,197
2031,871,MASTER,6.61,2016-05-25,130
1391,7514,MASTER,6.43,2017-12-24,240
254,10476,DOCTORAL,7.37,2017-05-16,216
5083,5303,MASTER,6.65,2016-12-02,233
1868,6666,MASTER,7.34,2020-11-13,179
2721,856,DOCTORAL,8.35,2017-10-31,216
5767,9763,MASTER,9.18,2020-12-19,219
317,1137,BACHELOR,9.73,2020-11-18,206
6343,3114,MASTER,7.99,2018-09-02,135
3589,10476,BACHELOR,6.68,2017-12-30,161
496,4114,DOCTORAL,8.6,2022-06-03,116
5388,10706,DOCTORAL,8.38,2018-11-23,133
1566,7629,DOCTORAL,7.04,2021-03-01,188
5564,4312,DOCTORAL,8.53,2019-01-13,212
488,946,BACHELOR,7.65,2022-06-15,200
5780,2504,DOCTORAL,7.94,2021-05-10,123
5875,6567,DOCTORAL,8.48,2017-07-01,193
701,1399,MASTER,8.63,2019-12-24,195
782,3279,MASTER,7.0,2021-02-09,224
829,6384,DOCTORAL,6.65,2019-04-28,110
1792,7343,MASTER,6.94,2018-08-21,194
4466,1180,BACHELOR,9.38,2016-10-29,107
2165,4335,BACHELOR,8.2,2020-06-12,121
4221,5538,BACHELOR,7.58,2017-06-12,107
5374,8701,DOCTORAL,8.76,2018-01-28,164
5410,4307,BACHELOR,8.74,2016-06-02,231
3274,6084,MASTER,8.44,2019-08-28,189
3630,8162,MASTER,6.97,2019-04-11,196
4493,6362,DOCTORAL,9.24,2022-11-28,237
433,7432,MASTER,7.83,2018-04-28,183
1217,7697,MASTER,9.67,2016-09-01,205
3059,6209,DOCTORAL,9.57,2017-07-02,211
5195,11512,DOCTORAL,9.1,2022-09-25,240
4990,1174,MASTER,8.97,2019-04-25,236
913,722,BACHELOR,7.8,2017-01-03,157
3204,6597,MASTER,6.73,2018-03-26,215
2396,7515,DOCTORAL,6.96,2022-08-23,121
5377,8587,BACHELOR,8.31,2016-02-21,106
6005,2934,BACHELOR,8.22,2022-10-02,221
4081,5104,DOCTORAL,7.02,2019-09-18,108
3719,11293,BACHELOR,9.1,2021-08-28,221
4047,4845,DOCTORAL,9.87,2018-11-25,202
6200,8831,MASTER,6.23,2018-07-21,113
1721,7013,MASTER,6.49,2022-07-29,157
2759,11449,MASTER,9.57,2019-01-22,144
5583,8779,DOCTORAL,9.68,2016-09-24,132
5536,10619,MASTER,9.19,2021-06-16,189
4837,9025,BACHELOR,9.6,2021-04-08,188
288,4544,DOCTORAL,9.08,2019-01-16,194
3633,605,DOCTORAL,9.16,2016-02-15,137
1105,4880,MASTER,8.58,2016-02-09,214
6109,3415,MASTER,9.76,2019-08-24,176
3416,131,DOCTORAL,6.23,2020-10-03,203
1026,2337,BACHELOR,9.78,2020-03-13,187
1691,7369,DOCTORAL,6.54,2021-08-03,132
1163,859,BACHELOR,6.5,2021-02-13,156
1778,4407,BACHELOR,6.14,2020-08-28,132
3819,9733,DOCTORAL,6.69,2021-11-27,149
2397,5840,DOCTORAL,9.78,2016-05-15,162
944,3835,DOCTORAL,9.41,2018-12-28,153
3331,4954,MASTER,9.3,2022-10-26,114
841,2208,MASTER,9.85,2022-01-10,169
1359,3556,BACHELOR,6.56,2021-06-18,210
4594,4094,MASTER,8.32,2016-04-18,210
2131,8128,BACHELOR,8.77,2021-08-21,189
2838,7023,DOCTORAL,6.39,2022-05-03,120
2120,9061,MASTER,7.23,2021-02-16,128
3996,5145,BACHELOR,9.94,2018-07-12,104
1037,2738,MASTER,6.79,2017-05-30,123
5595,6159,DOCTORAL,6.89,2022-12-15,102
1714,9222,BACHELOR,8.07,2022-05-04,153
2346,4128,DOCTORAL,9.28,2017-05-17,197
3268,6207,BACHELOR,7.92,2020-08-26,148
2651,8398,BACHELOR,9.24,2017-08-24,223
287,5921,MASTER,6.89,2016-05-11,161
6020,7874,BACHELOR,9.21,2019-02-08,151
520,8282,BACHELOR,8.98,2020-01-25,170
1594,6732,BACHELOR,7.41,2022-05-09,147
2176,2781,MASTER,9.71,2017-02-05,191
3524,5393,MASTER,9.27,2022-08-03,164
4493,6458,DOCTORAL,6.49,2018-06-23,126
2293,5427,BACHELOR,7.87,2019-11-26,158
548,4091,BACHELOR,7.55,2020-05-25,164
4393,933,BACHELOR,9.07,2017-11-25,124
3393,9407,DOCTORAL,6.3,2020-02-03,204
2067,365,DOCTORAL,8.8,2016-12-22,112
1639,6454,DOCTORAL,8.57,2018-07-02,229
